medicine_reference_id,dpri_id,source_drug_name,generic_name_guess,active_ingredients_guess,strength_text_guess,dosage_form_guess,route_hint,brand_name,manufacturer,barcode_gtin,philippine_fda_cpr_number,fda_registration_status,fda_verified_at,rxnorm_rxcui,dailymed_setid,openfda_spl_id,common_uses,indications,purpose,warnings,side_effects,contraindications,drug_interactions,storage_instructions,lowest_price_php,median_price_php,highest_price_php,country,source_year,source_page,source_document,source_urls,dataset_status,safety_notes,last_updated
DPRI2025-0299,299,Fenofibrate 160 mg Tablet,Fenofibrate,Fenofibrate,160 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,3.00,11.98,22.85,Philippines,2025,14,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0300,300,Fenofibrate 200 mg Capsule,Fenofibrate,Fenofibrate,200 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,2.35,7.50,27.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0301,301,"Fentanyl 50 mcg/mL, 10 mL Solution for Injection Ampule",Fentanyl,Fentanyl,50 mcg; 10 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,27.88,111.89,210.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0302,302,"Fentanyl 50 mcg/mL, 2 mL Solution for Injection Ampule",Fentanyl,Fentanyl,50 mcg; 2 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,27.44,40.00,374.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0303,303,"Ferrous Salt (equiv. to 15 mg elemental iron)/0.6 mL, 15 mL Oral Drops",Ferrous Salt (equiv. to,Ferrous Salt (equiv. to,15 mg; 0.6 mL; 15 mL,Oral Drops,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,17.02,22.50,35.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0304,304,"Ferrous Salt (equiv. to 30 mg elemental iron)/5 mL, 60 mL Syrup",Ferrous Salt (equiv. to,Ferrous Salt (equiv. to,30 mg; 5 mL; 60 mL,Syrup,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,16.00,22.00,40.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0305,305,Ferrous Salt (equiv. to 60 mg elemental iron) Tablet,Ferrous Salt (equiv. to,Ferrous Salt (equiv. to,60 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.00,1.38,2.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0306,306,Ferrous Salt + Folic Acid 60 mg elemental iron + 400 mcg Capsule,Ferrous Salt + Folic Acid,Ferrous Salt + Folic Acid,60 mg; 400 mcg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.69,0.87,3.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0307,307,Ferrous Salt + Folic Acid 60 mg elemental iron + 400 mcg Film Coated Tablet,Ferrous Salt + Folic Acid,Ferrous Salt + Folic Acid,60 mg; 400 mcg,Film Coated Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.64,0.87,3.79,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0308,308,Ferrous Salt + Folic Acid 60 mg elemental iron + 400 mcg Tablet,Ferrous Salt + Folic Acid,Ferrous Salt + Folic Acid,60 mg; 400 mcg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.44,0.89,1.98,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0309,309,"Filgrastim (G-CSF) 300 mcg/0.5 mL, 0.5 mL Solution for Injection Pre-filled Syringe",Filgrastim (G-CSF),Filgrastim (G-CSF),300 mcg/0.5 mL; 0.5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,497.00,758.00,1500.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0310,310,"Filgrastim (G-CSF) 300 mcg/1.2 mL, 1.2 mL Solution for Injection Vial",Filgrastim (G-CSF),Filgrastim (G-CSF),300 mcg/1.2 mL; 1.2 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,594.00,1568.00,2500.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0311,311,"Filgrastim (G-CSF) 300 mcg/mL, 1 mL Solution for Injection Vial",Filgrastim (G-CSF),Filgrastim (G-CSF),300 mcg; 1 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,551.82,764.91,978.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0312,312,Finasteride 5 mg Tablet,Finasteride,Finasteride,5 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,5.90,7.20,18.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0313,313,Fluconazole 150 mg Capsule,Fluconazole,Fluconazole,150 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,4.80,38.00,230.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0314,314,"Fluconazole 2 mg/mL, 100 mL Solution for Injection Vial",Fluconazole,Fluconazole,2 mg; 100 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,50.00,179.44,474.33,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0315,315,Fluconazole 200 mg Capsule,Fluconazole,Fluconazole,200 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,100.00,279.00,310.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0316,316,Fluconazole 50 mg Capsule,Fluconazole,Fluconazole,50 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,56.00,68.00,78.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0317,317,"Flumazenil 100 mcg/mL, 5 mL Solution for Injection Ampule",Flumazenil,Flumazenil,100 mcg; 5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,787.00,1988.00,1998.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0318,318,"Fluorouracil 50 mg/mL, 10 mL Solution for Injection Vial",Fluorouracil,Fluorouracil,50 mg; 10 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,25.50,60.00,68.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0319,319,Fluoxetine 20 mg Capsule,Fluoxetine,Fluoxetine,20 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,11.89,18.64,22.50,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0320,320,"Flupentixol 20 mg/mL, 1 mL Solution for Injection Ampule",Flupentixol,Flupentixol,20 mg; 1 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,224.00,284.00,344.00,Philippines,2025,15,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0321,321,"Fluphenazine 25 mg/mL, 1mL ampul",Fluphenazine,Fluphenazine,25 mg; 1mL,Ampule,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,58.74,64.89,77.87,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0322,322,"Fluticasone + Salmeterol 125 mcg + 25 mcg, 120 actuations Metered Dose Inhaler",Fluticasone + Salmeterol,Fluticasone + Salmeterol,125 mcg; 25 mcg,Metered Dose Inhaler,Respiratory/Inhalation,,,,,Needs Manual Check,,,,,,,,,,,,,114.00,195.00,360.00,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0323,323,"Fluticasone + Salmeterol 250 mcg + 25 mcg, 120 actuations Metered Dose Inhaler",Fluticasone + Salmeterol,Fluticasone + Salmeterol,250 mcg; 25 mcg,Metered Dose Inhaler,Respiratory/Inhalation,,,,,Needs Manual Check,,,,,,,,,,,,,140.00,240.00,519.95,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0324,324,"Fluticasone 0.05%/dose, 120 doses Nasal Solution",Fluticasone,Fluticasone,0.05%,,,,,,,Needs Manual Check,,,,,,,,,,,,,247.79,247.79,247.79,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0325,325,Folic Acid 5 mg Capsule,Folic Acid,Folic Acid,5 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.80,2.00,4.98,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0326,326,Folic Acid 5 mg Tablet,Folic Acid,Folic Acid,5 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.00,3.00,4.75,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0327,327,Fondaparinux 2.5 mg/0.5 mL Solution for Injection Pre-filled Syringe,Fondaparinux,Fondaparinux,2.5 mg/0.5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,1100.00,1193.50,1378.00,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0328,328,Fosfomycin 3 g Oral Granules Sachet,Fosfomycin,Fosfomycin,3 g,Oral Granules,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,351.00,429.88,461.44,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0329,329,"Furosemide 10 mg/mL, 2 mL Solution for Injection Ampule",Furosemide,Furosemide,10 mg; 2 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,3.59,4.78,68.00,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0330,330,Furosemide 20 mg Tablet,Furosemide,Furosemide,20 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.44,1.00,5.00,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0331,331,Furosemide 40 mg Tablet,Furosemide,Furosemide,40 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.40,1.30,9.30,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0332,332,"Fusidate Sodium/Fusidic Acid 2%, 15 g Ointment",Fusidate Sodium/Fusidic Acid,Fusidate Sodium/Fusidic Acid,2%; 15 g,Ointment,Topical,,,,,Needs Manual Check,,,,,,,,,,,,,90.00,95.00,170.00,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0333,333,"Fusidate Sodium/Fusidic Acid 2%, 5 g Cream G",Fusidate Sodium/Fusidic Acid,Fusidate Sodium/Fusidic Acid,2%; 5 g,Cream,Topical,,,,,Needs Manual Check,,,,,,,,,,,,,80.00,162.36,239.88,Philippines,2025,16,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
